X;Filing Date;Trade Date;Ticker;Company Name;Insider Name;Title;Trade Type;Price;Qty;Owned;ΔOwn;Value;1d;1w;1m;6m
;16.05.2025 07:57;14.05.2025;DELL;Dell Technologies Inc.;McGill Yvonne;CFO;S - Sale;$110.80;-8;254,178;-3%;-$886,376;;;;
M;06.11.2024 17:02;04.11.2024;EBAY;Ebay Inc;Iannone Jamie;Pres, CEO;S - Sale;$60.52;-11,25;542,417;-2%;-$680,850;;;;
D;19.11.2024 17:01;19.11.2024;EBAY;Ebay Inc;Garcia Edward O;SVP, Chief Product Officer;S - Sale+OE;$61.01;-2,743;43,827;-6%;-$167,350;;;;
;27.11.2024 16:38;26.11.2024;EBAY;Ebay Inc;Spencer Rebecca;VP, Chief Accounting Officer;S - Sale;$65.14;-1,732;4,775;-27%;-$112,823;;;;
M;05.12.2024 16:24;03.12.2024;EBAY;Ebay Inc;Iannone Jamie;Pres, CEO;S - Sale;$63.17;-11,25;531,167;-2%;-$710,665;;;;
D;17.12.2024 17:48;16.12.2024;EBAY;Ebay Inc;Priest Stephen J;SVP, CFO;S - Sale+OE;$63.63;-5,252;65,08;-7%;-$334,200;;;;
D;17.12.2024 17:47;17.12.2024;EBAY;Ebay Inc;Garcia Edward O;SVP, Chief Product Officer;S - Sale+OE;$65.20;-990;46,038;-2%;-$64,548;;;;
D;17.12.2024 17:47;17.12.2024;EBAY;Ebay Inc;Boone Cornelius;SVP, Chief People Officer;S - Sale+OE;$65.20;-3,989;71,469;-5%;-$260,083;;;;
M;06.01.2025 16:26;02.01.2025;EBAY;Ebay Inc;Iannone Jamie;Pres, CEO;S - Sale;$62.08;-11,25;536,623;-2%;-$698,400;;;;
D;17.01.2025 17:36;16.01.2025;EBAY;Ebay Inc;Priest Stephen J;SVP, CFO;S - Sale+OE;$64.93;-1,033;65,08;-2%;-$67,073;;;;
M;05.02.2025 16:38;03.02.2025;EBAY;Ebay Inc;Iannone Jamie;Pres, CEO;S - Sale;$67.14;-11,25;525,373;-2%;-$755,269;;;;
D;19.02.2025 17:10;19.02.2025;EBAY;Ebay Inc;Garcia Edward O;SVP, Chief Product Officer;S - Sale+OE;$68.81;-2,688;48,237;-5%;-$184,961;;;;
M;05.03.2025 16:32;03.03.2025;EBAY;Ebay Inc;Iannone Jamie;Pres, CEO;S - Sale;$66.19;-15;510,373;-3%;-$992,777;;;;
D;18.03.2025 17:16;17.03.2025;EBAY;Ebay Inc;Priest Stephen J;SVP, CFO;S - Sale+OE;$67.10;-5,253;93,14;-5%;-$352,482;;;;
D;18.03.2025 17:16;17.03.2025;EBAY;Ebay Inc;Garcia Edward O;SVP, Chief Product Officer;S - Sale+OE;$67.07;-2,218;75,445;-3%;-$148,759;;;;
;20.03.2025 16:32;18.03.2025;EBAY;Ebay Inc;Garcia Edward O;SVP, Chief Product Officer;S - Sale;$65.23;-18,38;57,065;-24%;-$1,198,927;;;;
;20.03.2025 16:32;18.03.2025;EBAY;Ebay Inc;Boone Cornelius;SVP, Chief People Officer;S - Sale;$67.06;-3,958;94,392;-4%;-$265,423;;;;
;03.04.2025 17:25;01.04.2025;EBAY;Ebay Inc;Priest Stephen J;SVP, CFO;S - Sale;$67.82;-28,06;65,08;-30%;-$1,903,072;;;;
;07.04.2025 16:47;03.04.2025;EBAY;Ebay Inc;Iannone Jamie;Pres, CEO;S - Sale;$66.35;-7,5;590,108;-1%;-$497,616;;;;
D;17.04.2025 18:45;17.04.2025;EBAY;Ebay Inc;Priest Stephen J;SVP, CFO;S - Sale+OE;$66.21;-1,167;65,08;-2%;-$77,267;;;;
D;05.05.2025 17:11;01.05.2025;EBAY;Ebay Inc;Garcia Edward O;SVP, Chief Product Officer;S - Sale+OE;$70.12;-54,833;57,065;-49%;-$3,844,890;;;;
M;06.05.2025 18:04;02.05.2025;EBAY;Ebay Inc;Iannone Jamie;Pres, CEO;S - Sale;$68.90;-20;570,754;-3%;-$1,377,900;;;;
;08.05.2025 16:12;06.05.2025;EBAY;Ebay Inc;Spencer Rebecca;VP, Chief Accounting Officer;S - Sale;$69.95;-2;7,468;-21%;-$139,900;;;;
D;13.05.2025 16:06;09.05.2025;EBAY;Ebay Inc;Loeger Julie A;SVP, Chief Growth Officer;S - Sale+OE;$69.43;-127,07;123,282;-51%;-$8,822,470;;;;
M;22.05.2025 16:19;21.05.2025;EBAY;Ebay Inc;Iannone Jamie;Pres, CEO;S - Sale;$71.64;-15;555,754;-3%;-$1,074,525;;;;
D;23.05.2025 16:32;21.05.2025;EBAY;Ebay Inc;Loeger Julie A;SVP, Chief Growth Officer;S - Sale+OE;$72.06;-92,895;123,282;-43%;-$6,694,014;;;;
;01.11.2024 12:13;30.10.2024;GOOGL;Alphabet Inc.;Shriram Kavitark Ram;Dir;S - Sale;$180.78;-19,5;5,352,512;0%;-$3,525,210;;;;
;04.11.2024 20:50;04.11.2024;GOOGL;Alphabet Inc.;Arnold Frances;Dir;S - Sale;$171.06;-441;21,966;-2%;-$75,437;;;;
;04.11.2024 21:01;01.11.2024;GOOGL;Alphabet Inc.;O'Toole Amie Thuener;VP, Chief Accounting Officer;S - Sale;$171.42;-1,367;70,687;-2%;-$234,331;;;;
;06.11.2024 18:54;06.11.2024;GOOGL;Alphabet Inc.;Pichai Sundar;CEO;S - Sale;$177.37;-22,5;2,684,656;-1%;-$3,990,704;;;;
;07.11.2024 18:00;07.11.2024;GOOGL;Alphabet Inc.;Shriram Kavitark Ram;Dir;S - Sale;$177.41;-19,5;5,002,546;0%;-$3,459,495;;;;
;12.11.2024 17:18;12.11.2024;GOOGL;Alphabet Inc.;Hennessy John L;Dir;S - Sale;$180.75;-1,5;39,685;-4%;-$271,125;;;;
;18.11.2024 16:16;15.11.2024;GOOGL;Alphabet Inc.;O'Toole Amie Thuener;VP, Chief Accounting Officer;S - Sale;$175.86;-2,835;67,852;-4%;-$498,563;;;;
;21.11.2024 16:55;20.11.2024;GOOGL;Alphabet Inc.;Pichai Sundar;CEO;S - Sale;$176.67;-22,5;2,662,156;-1%;-$3,975,018;;;;
;02.12.2024 17:39;29.11.2024;GOOGL;Alphabet Inc.;Arnold Frances;Dir;S - Sale;$169.98;-111;21,854;-1%;-$18,868;;;;
;02.12.2024 18:19;02.12.2024;GOOGL;Alphabet Inc.;O'Toole Amie Thuener;VP, Chief Accounting Officer;S - Sale;$170.41;-1,367;65,091;-2%;-$232,950;;;;
;10.12.2024 20:49;10.12.2024;GOOGL;Alphabet Inc.;Shriram Kavitark Ram;Dir;S - Sale;$185.02;-72,5;4,930,046;-1%;-$13,413,721;;;;
;13.12.2024 18:18;12.12.2024;GOOGL;Alphabet Inc.;Hennessy John L;Dir;S - Sale;$194.22;-1,5;38,185;-4%;-$291,336;;;;
;17.12.2024 21:20;16.12.2024;GOOGL;Alphabet Inc.;O'Toole Amie Thuener;VP, Chief Accounting Officer;S - Sale;$197.55;-2,834;53,997;-5%;-$559,850;;;;
;02.01.2025 14:37;31.12.2024;GOOGL;Alphabet Inc.;Arnold Frances;Dir;S - Sale;$192.49;-111;21,749;-1%;-$21,366;;;;
;02.01.2025 15:19;30.12.2024;GOOGL;Alphabet Inc.;Walker John Kent;Pres, Global Affairs, CLO;S - Sale;$192.62;-16,82;216,768;-7%;-$3,239,916;;;;
;03.01.2025 14:29;02.01.2025;GOOGL;Alphabet Inc.;O'Toole Amie Thuener;VP, Chief Accounting Officer;S - Sale;$191.55;-1,368;59,526;-2%;-$262,040;;;;
;13.01.2025 19:57;13.01.2025;GOOGL;Alphabet Inc.;Hennessy John L;Dir;S - Sale;$189.80;-1,5;36,798;-4%;-$284,693;;;;
;15.01.2025 18:45;15.01.2025;GOOGL;Alphabet Inc.;O'Toole Amie Thuener;VP, Chief Accounting Officer;S - Sale;$194.32;-2,834;56,692;-5%;-$550,703;;;;
;30.01.2025 14:53;30.01.2025;GOOGL;Alphabet Inc.;Arnold Frances;Dir;S - Sale;$200.00;-110;21,64;-1%;-$22,000;;;;
;31.01.2025 17:50;31.01.2025;GOOGL;Alphabet Inc.;Shriram Kavitark Ram;Dir;S - Sale;$205.00;-26;4,904,053;-1%;-$5,330,000;;;;
;03.02.2025 16:57;03.02.2025;GOOGL;Alphabet Inc.;O'Toole Amie Thuener;VP, Chief Accounting Officer;S - Sale;$202.08;-1,34;53,928;-2%;-$270,787;;;;
;19.02.2025 11:11;18.02.2025;GOOGL;Alphabet Inc.;O'Toole Amie Thuener;VP, Chief Accounting Officer;S - Sale;$187.43;-2,824;51,104;-5%;-$529,302;;;;
;19.02.2025 13:22;18.02.2025;GOOGL;Alphabet Inc.;Shriram Kavitark Ram;Dir;S - Sale;$184.88;-53,066;4,850,987;-1%;-$9,810,567;;;;
;20.02.2025 12:12;18.02.2025;GOOGL;Alphabet Inc.;Walker John Kent;Pres, Global Affairs, CLO;S - Sale;$185.51;-17,69;216,769;-8%;-$3,281,684;;;;
;21.02.2025 19:48;21.02.2025;GOOGL;Alphabet Inc.;Porat Ruth;Pres, Chief Invs. Officer;S - Sale;$183.48;-17,69;2,076,753;-1%;-$3,245,778;;;;
;28.02.2025 13:23;28.02.2025;GOOGL;Alphabet Inc.;Arnold Frances;Dir;S - Sale;$170.30;-121;21,519;-1%;-$20,606;;;;
;03.03.2025 18:47;03.03.2025;GOOGL;Alphabet Inc.;O'Toole Amie Thuener;VP, Chief Accounting Officer;S - Sale;$173.47;-1,374;48,34;-3%;-$238,348;;;;
;13.03.2025 18:49;13.03.2025;GOOGL;Alphabet Inc.;Hennessy John L;Dir;S - Sale;$165.53;-200;36,493;-1%;-$33,107;;;;
;27.03.2025 17:43;27.03.2025;GOOGL;Alphabet Inc.;Walker John Kent;Pres, Global Affairs, CLO;S - Sale;$166.84;-11,764;194,764;-6%;-$1,962,700;;;;
;31.03.2025 16:33;28.03.2025;GOOGL;Alphabet Inc.;Arnold Frances;Dir;S - Sale;$162.42;-111;21,412;-1%;-$18,029;;;;
;01.04.2025 17:54;01.04.2025;GOOGL;Alphabet Inc.;O'Toole Amie Thuener;VP, Chief Accounting Officer;S - Sale;$155.33;-673;66,906;-1%;-$104,537;;;;
;04.04.2025 16:49;02.04.2025;GOOGL;Alphabet Inc.;Pichai Sundar;CEO;S - Sale;$158.56;-32,5;3,169,425;-1%;-$5,153,133;;;;
;14.04.2025 17:16;14.04.2025;GOOGL;Alphabet Inc.;Hennessy John L.;Dir;S - Sale;$161.90;-200;36,301;-1%;-$32,379;;;;
;18.04.2025 15:16;16.04.2025;GOOGL;Alphabet Inc.;Pichai Sundar;CEO;S - Sale;$156.16;-32,5;3,136,925;-1%;-$5,075,149;;;;
;01.05.2025 17:00;30.04.2025;GOOGL;Alphabet Inc.;Arnold Frances;Dir;S - Sale;$159.85;-111;21,301;-1%;-$17,743;;;;
;09.05.2025 17:48;07.05.2025;GOOGL;Alphabet Inc.;Pichai Sundar;CEO;S - Sale;$155.90;-32,5;2,876,865;-1%;-$5,066,763;;;;
;15.05.2025 16:05;13.05.2025;GOOGL;Alphabet Inc.;Hennessy John L.;Dir;S - Sale;$161.02;-200;36,103;-1%;-$32,203;;;;
;23.05.2025 17:08;22.05.2025;GOOGL;Alphabet Inc.;Hennessy John L.;Dir;S - Sale;$175.00;-600;35,503;-2%;-$105,000;;;;
;23.05.2025 17:24;22.05.2025;GOOGL;Alphabet Inc.;Shriram Kavitark Ram;Dir;S - Sale;$175.00;-19,5;4,831,491;0%;-$3,412,500;;;;
;23.05.2025 17:29;21.05.2025;GOOGL;Alphabet Inc.;Pichai Sundar;CEO;S - Sale;$170.87;-32,5;3,071,925;-1%;-$5,553,298;;;;
;08.11.2024 19:50;08.11.2024;IBM;International Business Machines Corp;Lamoreaux Nickle Jaclyn;SVP;S - Sale;$215.20;-3,6;25,39;-12%;-$774,727;;;;
;13.11.2024 16:05;13.11.2024;IBM;International Business Machines Corp;Zollar Alfred W;Dir;P - Purchase;$210.62;936;936;New;+$197,139;;;;
;28.02.2025 16:00;28.02.2025;IBM;International Business Machines Corp;Farr David N;Dir;P - Purchase;$249.00;1,2;8,258;17%;+$298,800;;;;
;03.03.2025 17:03;03.03.2025;IBM;International Business Machines Corp;Thomas Robert David;SVP;S - Sale;$253.01;-26,543;45,007;-37%;-$6,715,639;;;;
;06.11.2024 16:06;04.11.2024;INTC;Intel Corp;Gelsinger Patrick P;CEO;P - Purchase;$22.53;11,15;645,874;2%;+$251,198;;;;
;08.11.2024 16:05;07.11.2024;INTC;Intel Corp;Holthaus Michelle Johnston;EVP, GM, CCG;S - Sale;$26.00;-25;274,696;-8%;-$650,000;;;;
;04.11.2024 15:47;01.11.2024;LRCX;Lam Research Corp;Mayer Bethany;Dir;S - Sale;$75.16;-1,66;28,93;-5%;-$124,757;;;;
D;21.02.2025 13:28;20.02.2025;LRCX;Lam Research Corp;Varadarajan Seshasayee;SVP;S - Sale+OE;$90.00;-110,08;181,451;-38%;-$9,907,200;;;;
D;01.11.2024 18:20;30.10.2024;META;Meta Platforms, Inc.;Zuckerberg Mark;COB, CEO, 10%;S - Sale+OE;$600.17;-420;518,004;0%;-$252,073;;;;
;05.11.2024 18:17;01.11.2024;META;Meta Platforms, Inc.;Olivan Javier;COO;S - Sale;$567.58;-413;105,581;0%;-$234,411;;;;
;07.11.2024 18:13;05.11.2024;META;Meta Platforms, Inc.;Newstead Jennifer;GC;S - Sale;$567.70;-901;30,581;-3%;-$511,498;;;;
DM;19.11.2024 18:37;15.11.2024;META;Meta Platforms, Inc.;Olivan Javier;COO;S - Sale+OE;$574.89;-5,511;115,279;-5%;-$3,168,230;;;;
DM;19.11.2024 18:39;15.11.2024;META;Meta Platforms, Inc.;Clegg Nicholas;Pres, Global Affairs;S - Sale+OE;$556.66;-8,427;0;-100%;-$4,690,970;;;;
D;19.11.2024 18:39;18.11.2024;META;Meta Platforms, Inc.;Anderson Aaron;Chief Accounting Officer;S - Sale+OE;$557.00;-731;3,414;-18%;-$407,167;;;;
DM;19.11.2024 18:39;15.11.2024;META;Meta Platforms, Inc.;Li Susan J;CFO;S - Sale+OE;$561.21;-27,595;69,757;-28%;-$15,486,530;;;;
DM;19.11.2024 18:41;15.11.2024;META;Meta Platforms, Inc.;Bosworth Andrew;CTO;S - Sale+OE;$559.57;-19,803;0;-100%;-$11,081,116;;;;
;21.11.2024 18:05;19.11.2024;META;Meta Platforms, Inc.;Newstead Jennifer;GC;S - Sale;$552.30;-905;38,695;-2%;-$499,832;;;;
;26.11.2024 18:25;25.11.2024;META;Meta Platforms, Inc.;Olivan Javier;COO;S - Sale;$562.77;-413;114,866;0%;-$232,424;;;;
;27.11.2024 18:19;26.11.2024;META;Meta Platforms, Inc.;Newstead Jennifer;GC;S - Sale;$565.30;-905;37,44;-2%;-$511,597;;;;
;04.12.2024 18:05;02.12.2024;META;Meta Platforms, Inc.;Olivan Javier;COO;S - Sale;$577.49;-413;114,453;0%;-$238,503;;;;
D;04.12.2024 18:16;03.12.2024;META;Meta Platforms, Inc.;Zuckerberg Mark;COB, CEO, 10%;S - Sale+OE;$607.97;-35,921;646,029;-5%;-$21,838,799;;;;
D;04.12.2024 20:57;04.12.2024;META;Meta Platforms, Inc.;Zuckerberg Mark;COB, CEO, 10%;S - Sale+OE;$611.91;-35,921;633,054;-5%;-$21,980,359;;;;
;05.12.2024 18:19;03.12.2024;META;Meta Platforms, Inc.;Newstead Jennifer;GC;S - Sale;$595.00;-905;36,535;-2%;-$538,475;;;;
D;09.12.2024 19:08;05.12.2024;META;Meta Platforms, Inc.;Zuckerberg Mark;COB, CEO, 10%;S - Sale+OE;$611.06;-35,921;620,079;-5%;-$21,949,987;;;;
D;09.12.2024 19:13;06.12.2024;META;Meta Platforms, Inc.;Zuckerberg Mark;COB, CEO, 10%;S - Sale+OE;$621.84;-22,946;0;-100%;-$14,268,819;;;;
D;09.12.2024 19:16;06.12.2024;META;Meta Platforms, Inc.;Zuckerberg Mark;COB, CEO, 10%;S - Sale+OE;$621.89;-12,975;607,104;-2%;-$8,068,957;;;;
;11.12.2024 18:27;09.12.2024;META;Meta Platforms, Inc.;Olivan Javier;COO;S - Sale;$623.50;-413;114,04;0%;-$257,506;;;;
D;11.12.2024 20:46;09.12.2024;META;Meta Platforms, Inc.;Zuckerberg Mark;COB, CEO, 10%;S - Sale+OE;$614.35;-22,946;0;-100%;-$14,096,840;;;;
D;11.12.2024 20:49;09.12.2024;META;Meta Platforms, Inc.;Zuckerberg Mark;COB, CEO, 10%;S - Sale+OE;$614.36;-12,975;594,129;-2%;-$7,971,344;;;;
D;11.12.2024 20:50;10.12.2024;META;Meta Platforms, Inc.;Zuckerberg Mark;COB, CEO, 10%;S - Sale+OE;$619.41;-35,921;581,154;-6%;-$22,249,699;;;;
D;11.12.2024 20:52;11.12.2024;META;Meta Platforms, Inc.;Zuckerberg Mark;COB, CEO, 10%;S - Sale+OE;$633.25;-35,921;568,179;-6%;-$22,746,802;;;;
;12.12.2024 18:17;10.12.2024;META;Meta Platforms, Inc.;Newstead Jennifer;GC;S - Sale;$618.00;-905;35,63;-2%;-$559,290;;;;
D;16.12.2024 18:22;12.12.2024;META;Meta Platforms, Inc.;Zuckerberg Mark;COB, CEO, 10%;S - Sale+OE;$632.08;-35,921;555,204;-6%;-$22,705,057;;;;
D;16.12.2024 18:27;13.12.2024;META;Meta Platforms, Inc.;Zuckerberg Mark;COB, CEO, 10%;S - Sale+OE;$622.24;-35,921;542,229;-6%;-$22,351,458;;;;
;18.12.2024 18:26;16.12.2024;META;Meta Platforms, Inc.;Olivan Javier;COO;S - Sale;$629.56;-413;113,627;0%;-$260,008;;;;
D;18.12.2024 20:34;16.12.2024;META;Meta Platforms, Inc.;Zuckerberg Mark;COB, CEO, 10%;S - Sale+OE;$624.85;-35,921;529,254;-6%;-$22,445,074;;;;
D;18.12.2024 20:35;17.12.2024;META;Meta Platforms, Inc.;Zuckerberg Mark;COB, CEO, 10%;S - Sale+OE;$622.16;-35,921;516,279;-7%;-$22,348,771;;;;
D;18.12.2024 20:38;18.12.2024;META;Meta Platforms, Inc.;Zuckerberg Mark;COB, CEO, 10%;S - Sale+OE;$618.71;-12,437;503,842;-2%;-$7,694,950;;;;
D;18.12.2024 20:40;18.12.2024;META;Meta Platforms, Inc.;Zuckerberg Mark;COB, CEO, 10%;S - Sale+OE;$618.63;-22,035;0;-100%;-$13,631,555;;;;
;19.12.2024 18:37;17.12.2024;META;Meta Platforms, Inc.;Newstead Jennifer;GC;S - Sale;$626.66;-905;34,725;-3%;-$567,127;;;;
D;23.12.2024 18:12;19.12.2024;META;Meta Platforms, Inc.;Zuckerberg Mark;COB, CEO, 10%;S - Sale+OE;$603.81;-32,793;492,006;-6%;-$19,800,711;;;;
D;23.12.2024 18:15;20.12.2024;META;Meta Platforms, Inc.;Zuckerberg Mark;COB, CEO, 10%;S - Sale+OE;$601.54;-10,1;488,36;-2%;-$6,075,561;;;;
;26.12.2024 18:08;24.12.2024;META;Meta Platforms, Inc.;Newstead Jennifer;GC;S - Sale;$602.47;-905;33,82;-3%;-$545,235;;;;
D;26.12.2024 18:10;23.12.2024;META;Meta Platforms, Inc.;Zuckerberg Mark;COB, CEO, 10%;S - Sale+OE;$600.54;-35,921;475,385;-7%;-$21,571,984;;;;
;26.12.2024 18:12;23.12.2024;META;Meta Platforms, Inc.;Olivan Javier;COO;S - Sale;$590.00;-413;113,214;0%;-$243,670;;;;
D;26.12.2024 18:11;24.12.2024;META;Meta Platforms, Inc.;Zuckerberg Mark;COB, CEO, 10%;S - Sale+OE;$604.46;-35,921;462,41;-7%;-$21,712,702;;;;
D;30.12.2024 18:10;26.12.2024;META;Meta Platforms, Inc.;Zuckerberg Mark;COB, CEO, 10%;S - Sale+OE;$603.15;-35,921;449,435;-7%;-$21,665,577;;;;
D;30.12.2024 18:12;27.12.2024;META;Meta Platforms, Inc.;Zuckerberg Mark;COB, CEO, 10%;S - Sale+OE;$600.21;-2,311;448,563;-1%;-$1,387,075;;;;
;02.01.2025 18:32;30.12.2024;META;Meta Platforms, Inc.;Olivan Javier;COO;S - Sale;$589.16;-413;112,801;0%;-$243,323;;;;
;02.01.2025 18:34;31.12.2024;META;Meta Platforms, Inc.;Newstead Jennifer;GC;S - Sale;$591.76;-905;32,915;-3%;-$535,543;;;;
D;06.01.2025 18:11;02.01.2025;META;Meta Platforms, Inc.;Zuckerberg Mark;COB, CEO, 10%;S - Sale+OE;$601.51;-6,51;446,165;-1%;-$3,915,849;;;;
D;06.01.2025 18:15;03.01.2025;META;Meta Platforms, Inc.;Zuckerberg Mark;COB, CEO, 10%;S - Sale+OE;$603.98;-35,921;433,19;-8%;-$21,695,406;;;;
;08.01.2025 18:34;06.01.2025;META;Meta Platforms, Inc.;Olivan Javier;COO;S - Sale;$612.10;-413;112,388;0%;-$252,797;;;;
D;08.01.2025 20:36;06.01.2025;META;Meta Platforms, Inc.;Zuckerberg Mark;COB, CEO, 10%;S - Sale+OE;$618.45;-22,946;0;-100%;-$14,191,010;;;;
D;08.01.2025 20:39;06.01.2025;META;Meta Platforms, Inc.;Zuckerberg Mark;COB, CEO, 10%;S - Sale+OE;$618.43;-12,975;420,215;-3%;-$8,024,062;;;;
D;08.01.2025 20:40;07.01.2025;META;Meta Platforms, Inc.;Zuckerberg Mark;COB, CEO, 10%;S - Sale+OE;$618.95;-22,946;0;-100%;-$14,202,446;;;;
D;08.01.2025 20:42;08.01.2025;META;Meta Platforms, Inc.;Zuckerberg Mark;COB, CEO, 10%;S - Sale+OE;$611.10;-35,921;394,265;-8%;-$21,951,284;;;;
D;08.01.2025 20:42;07.01.2025;META;Meta Platforms, Inc.;Zuckerberg Mark;COB, CEO, 10%;S - Sale+OE;$618.91;-12,975;407,24;-3%;-$8,030,411;;;;
;10.01.2025 18:41;07.01.2025;META;Meta Platforms, Inc.;Newstead Jennifer;GC;S - Sale;$631.55;-905;32,01;-3%;-$571,553;;;;
D;13.01.2025 18:21;10.01.2025;META;Meta Platforms, Inc.;Zuckerberg Mark;COB, CEO, 10%;S - Sale+OE;$615.44;-22,946;0;-100%;-$14,121,980;;;;
D;13.01.2025 18:23;10.01.2025;META;Meta Platforms, Inc.;Zuckerberg Mark;COB, CEO, 10%;S - Sale+OE;$615.41;-12,975;381,29;-3%;-$7,984,883;;;;
;15.01.2025 18:22;13.01.2025;META;Meta Platforms, Inc.;Olivan Javier;COO;S - Sale;$606.77;-413;111,975;0%;-$250,596;;;;
